vector,row,col
v,6663,1
I,V
924.0,-1.39943218168765e-17
928.0,-1.39943218168765e-17
948.0,-6.648207986480268e-17
957.0,1.1255573168183637e-16
965.0,-8.195961948051271e-19
971.0,8.195961948051271e-19
974.0,-2.355111209518419e-16
987.0,1.1516668882016639e-17
993.0,-5.1146244575407784e-17
997.0,-7.151549391073201e-18
998.0,1.6346398608167316e-17
1005.0,-6.388090284850677e-17
1016.0,1.6346398608167316e-17
1017.0,-7.151549391073201e-18
1018.0,-7.151549391073201e-18
1019.0,-7.151549391073201e-18
1021.0,-1.9787461881635184e-16
1027.0,-1.9787461881635184e-16
1028.0,1.6371190462347048e-16
1031.0,-1.4713637386032158e-16
1034.0,-1.778693145997808e-16
1042.0,8.858985412319108e-18
1043.0,-8.858985412319108e-18
1044.0,1.7123158918088986e-16
1045.0,-2.355111209518419e-16
1065.0,-0.6654346140250127
1077.0,6.780398317578427e-17
1078.0,6.780398317578427e-17
1079.0,-6.780398317578427e-17
1089.0,-6.780398317578427e-17
1093.0,-6.780398317578427e-17
1109.0,-2.0329539077074823e-17
1128.0,1.0111891292164857e-16
1136.0,1.1255573168183637e-16
1145.0,-5.4647788260006e-17
1152.0,-7.151549391073201e-18
1162.0,-3.3831360365407176e-18
1168.0,-0.01789095310943023
1171.0,-7.151549391073201e-18
1186.0,1.1013186121920717e-16
1187.0,1.0111891292164865e-16
1189.0,1.1436818760187701e-17
1214.0,3.270669030959276e-17
1218.0,1.6346398608167316e-17
1227.0,1.6346398608167316e-17
1236.0,-5.1146244575407784e-17
1241.0,1.2020638063275827e-16
1242.0,2.5422947687513863e-16
1247.0,1.8718355923296768e-17
1249.0,6.105983919986583e-17
1263.0,2.355111209518419e-16
1317.0,1.0900647136211e-17
1320.0,2.2194105662736675e-17
1358.0,-2.2470012214873315e-17
1424.0,1.575967425325796e-16
1428.0,2.220446049250313e-16
1429.0,-1.621038259370114e-17
1443.0,-6.672377779289778e-18
1460.0,2.870186032779116e-18
1465.0,-2.870186032779116e-18
1467.0,1.38666955995881e-32
1479.0,-1.0507186973664557e-16
1494.0,-2.7755575615628914e-17
1501.0,-6.717946215242825e-17
1529.0,1.3634846648310276e-17
1568.0,6.7656566152317796e-18
1576.0,2.870186032779116e-18
1601.0,-3.37798815097414e-17
1660.0,6.12008557257899e-17
1671.0,1.921162843753435e-16
1707.0,2.2105524639555855e-16
1717.0,1.1102230246251565e-15
1722.0,1.38666955995881e-32
1773.0,-9.656150100383087e-17
1776.0,1.6346398608167316e-17
1795.0,-1.1102230246251565e-16
1799.0,-1.9318748530524776e-17
1803.0,3.6140582237826146e-17
1817.0,1.186700171050922e-16
1842.0,-5.1146244575407784e-17
1850.0,-3.6140582237826146e-17
1853.0,9.71863352803081e-17
1875.0,6.717946215242825e-17
1887.0,3.5947028728168505e-17
1891.0,-3.5947028728168505e-17
1892.0,1.8066463969773455e-18
1897.0,-1.8066463969773455e-18
1901.0,-1.9787461881635184e-16
1907.0,9.185958948157049e-17
1912.0,-3.5947028728168505e-17
1925.0,1.9318748530524776e-17
1928.0,-1.9787461881635184e-16
1936.0,-1.5683793586405202e-16
1939.0,2.1854490535839494e-17
1940.0,6.780398317578427e-17
1946.0,-6.780398317578427e-17
1959.0,2.1854490535839494e-17
1963.0,2.1854490535839494e-17
1964.0,6.780398317578427e-17
1987.0,2.1854490535839494e-17
1988.0,6.780398317578427e-17
1995.0,-3.6140582237826146e-17
1997.0,-3.6140582237826146e-17
2002.0,2.1854490535839494e-17
2006.0,3.5947028728168505e-17
2013.0,2.1854490535839494e-17
2019.0,3.9622583861085335e-17
2030.0,2.1854490535839494e-17
2036.0,-3.5947028728168505e-17
2042.0,-1.6371190462347048e-16
2044.0,-0.8126339636502107
2055.0,-1.5683793586405202e-16
2056.0,8.965847371162377e-17
2058.0,-1.5683793586405202e-16
2063.0,8.965847371162377e-17
2065.0,3.9622583861085335e-17
2070.0,3.9622583861085335e-17
2071.0,2.8959208284775876e-17
2074.0,-3.293200636827908e-17
2079.0,1.976435906768176e-17
2082.0,-9.473937885675369e-17
2083.0,-3.293200636827908e-17
2093.0,-6.672377779289778e-18
2103.0,-8.67058985793273e-18
2116.0,2.84036721494857e-17
2126.0,6.388090284850677e-17
2128.0,-6.388090284850677e-17
2129.0,6.388090284850677e-17
2132.0,-6.388090284850677e-17
2136.0,6.388090284850677e-17
2137.0,-6.388090284850677e-17
2138.0,-4.492044019195447e-17
2144.0,4.492044019195447e-17
2162.0,3.5757746955366004e-18
2176.0,1.9244264765188853e-16
2190.0,-7.215751854680933e-17
2191.0,2.1490286774786577e-16
2198.0,-4.106196431870626e-18
2204.0,1.6424785727482503e-17
2257.0,3.5757746955366004e-18
2274.0,-9.473937885675366e-17
2284.0,-5.3414490433659366e-17
2285.0,-5.3414490433659366e-17
2350.0,1.0380575837716217e-17
2352.0,2.2460220095977236e-17
2395.0,-3.2849571454965005e-17
2456.0,-1.5245561561868827e-17
2457.0,-3.69425042610589e-17
2470.0,-0.4317958973193915
2500.0,5.1146244575407784e-17
2510.0,-6.920169226516324e-19
2519.0,2.8959208284775876e-17
2521.0,0.7791777871349572
2527.0,-0.7791777871349572
2540.0,-6.868207860638712e-18
2562.0,9.78328956539876e-18
2564.0,1.6346398608167316e-17
2565.0,-3.2140090025945376e-17
2567.0,-2.028841159813558e-16
2572.0,6.627030932263241e-17
2574.0,-1.99077755168039e-18
2587.0,-5.7583344410083226e-18
2610.0,1.3486896275845854e-16
2614.0,-1.5946452472292348e-17
2618.0,1.2020638063275827e-16
2626.0,1.9244264765188853e-16
2631.0,1.1102230246251565e-16
2633.0,-3.049112312373765e-17
2665.0,-5.2399707782459784e-17
2667.0,-1.6118893578305884e-17
2669.0,-1.1783598649339521e-17
2670.0,2.5435771617197767e-17
2675.0,8.6521526182146e-18
2676.0,-5.020681781371825e-17
2678.0,6.899711178470293e-18
2692.0,-3.293200636827908e-17
2711.0,1.5245561561868827e-17
2727.0,-1.0380575837716217e-17
2739.0,-6.479089018687207e-17
2740.0,-4.3593134281345884e-17
2743.0,0.2215413261241077
2744.0,4.3593134281345884e-17
2746.0,-6.479089018687207e-17
2753.0,-2.2460220095977236e-17
2759.0,5.081811221760271e-18
2774.0,4.3593134281345884e-17
2795.0,6.167089519441031e-17
2808.0,-8.375108282732673e-17
2827.0,-6.672377779289778e-18
2831.0,9.71863352803081e-17
2842.0,1.9318748530524776e-17
2846.0,-1.943726705606162e-16
2867.0,5.1146244575407784e-17
2873.0,-7.747668075400148e-19
2875.0,5.1146244575407784e-17
2878.0,0.12693645091486233
2882.0,5.1146244575407784e-17
2885.0,-5.239699500356789e-17
2887.0,4.3593134281345884e-17
2893.0,-5.239699500356789e-17
2894.0,0.06191980663508243
2937.0,1.9244264765188853e-16
2940.0,-9.599012928491378e-17
2944.0,-1.1973718069973577e-17
2954.0,9.71863352803081e-17
2960.0,-2.2460220095977236e-17
