vector,row,col
v,4456,1
I,V
2462.0,-0.772295608654852
2476.0,0.6317744927104221
2508.0,-1.6418022660908036e-16
2523.0,-3.283604532181606e-16
2527.0,3.283604532181606e-16
2550.0,4.637093823136843e-16
2556.0,-0.9048155721659017
2561.0,1.2750217548429532e-15
2565.0,0.9048155721659
2567.0,1.1240881203013823e-16
2577.0,-1.1365453106659443e-16
2583.0,-6.4361910125345e-17
2590.0,4.980824359940767e-17
2595.0,1.4553666525937323e-17
2602.0,3.291704898791357e-16
2608.0,1.3745996198674937e-16
2611.0,-4.666304518658851e-16
2616.0,0.21459877196044483
2617.0,-2.9103244401493655e-17
2623.0,-0.2145987719604448
2635.0,7.380746016841841e-17
2642.0,2.884641496450844e-17
2649.0,5.1028252462895047e-17
2653.0,-5.1028252462895047e-17
2665.0,1.2212453270876722e-15
2671.0,0.9719402718533924
2672.0,-0.9719402718533936
2678.0,5.687692390107815e-16
2683.0,7.033486570691912e-16
2701.0,-8.0460363536815215e-16
2716.0,4.213655143083108e-17
2718.0,-4.213655143083108e-17
2732.0,8.942809871873158e-17
2733.0,-0.04437804056299634
2746.0,-0.3567120966974679
2748.0,-2.7711524597597072e-31
2750.0,0.5465390356393229
2751.0,3.275715931919919e-17
2758.0,-0.7158717415216779
2764.0,-3.18751836125911e-16
2767.0,0.74713215645807
2771.0,0.6317744927104221
2777.0,2.1419711643412823e-17
2802.0,-4.348728555828523e-17
2804.0,1.1102230246251565e-16
2809.0,5.551115123125783e-16
2813.0,7.214532518156067e-16
2814.0,-1.2750217548429532e-15
2819.0,-1.1486368844531333e-16
2821.0,3.1905019083512975e-17
2868.0,-4.2295136747030806e-16
2869.0,-6.753501690423042e-17
2872.0,8.295866936180035e-17
2876.0,-4.2295136747030806e-16
2887.0,1.8477242559927064e-17
2890.0,-4.2130931509090366e-16
2893.0,8.881784197001252e-16
2896.0,-3.3360139653575703e-17
2898.0,-5.662012463853956e-17
2901.0,-3.3360139653575703e-17
2905.0,-5.662012463853956e-17
2906.0,1.8273529645088057e-17
2913.0,-5.662012463853956e-17
2914.0,-5.3433205001939146e-17
2922.0,2.7174032857962117e-16
2924.0,-3.515967535685114e-17
2946.0,-4.900474521573032e-16
2947.0,-1.8273529645088057e-17
2952.0,7.17067346470272e-17
2953.0,1.0465247819593966e-16
2956.0,7.17067346470272e-17
3008.0,2.7174032857962117e-16
3107.0,3.515967535685109e-17
3108.0,-3.515967535685114e-17
3116.0,2.465190328815662e-32
3119.0,4.8446749662063343e-17
3121.0,4.416007024952398e-16
3125.0,-3.283604532181607e-16
3126.0,3.5159675356851114e-17
3132.0,-3.5159675356851114e-17
